Размер;"Категория товара";Коллекция;"Вес изделия в упаковке";Бренд;"Страна производства";Линейка;Артикул;Размер;"Степень теплоты";"Степень поддержки";"Размер наволочек";"Размер пододеяльника";"Размер простыни";"Тип простыни";Высота;Наполнитель;"Наполнитель чехла";"Наполнитель ядра";"Вес наполнителя";"Вес наполнителя чехла";"Вес наполнителя ядра";Ткань;"Состав ткани";"Тип застежки";"Тип застежки наволочки";"Тип застежки пододеяльника";"Тип крепления";"Тип стежки";Окантовка;Упаковка;"Тип упаковки";"Количество в упаковке";Материал;Плотность;ШтрихКод;Производитель;Цвет;"Ткань верха";"Ткань низ";Состав;Номенклатура;Количество;Цена;Фото;Описание
;Одеяло;"Овечья шерсть";;"AlViTek (АльВиТек)";Россия;Комфорт;МБ-Д-О-Ч-10;140х105;Легкое;;;;;;;"Овечья шерсть,пэ";;;"150 гр/кв.м";;;Полисатин;"100%  пэ";;;;;"Многоигольная машина";"Бейка ПЭ";"Пакет с ручкой";;;;;4607048013434;;"Набивной рисунок,может отличаться от цвета на фото";;;;"МБ-Д-О-Ч-10  Одеяло ""Sheep wool"" 140х105 легкое";13;280;http://alvitek.com.ru/upload/iblock/a53/a53fccccbe2a451173c35e729ed4e62f.jpeg;"одеяло с наполнителем из овечьей шерсти 150 г/кв.м, чехол -ПЭ, окантовка- бейка ПЭ, бирка, постер, в чемодане"
;Подушка;Гоби;;"AlViTek (АльВиТек)";Россия;Премиум;ПВП-070;68х68;;"Средняя-универсальная (молния)";;;;;;;"Верблюжий пух,пэ";"Искуственный ""Лебяжий пух""";;"150 гр/кв.м";"1 кг";"Сатин пуходержащий";"100% хлопок";Молния;;;;"Многоигольная машина";"Кант атласный";"Сумка оригинальная";;;;;4607048006511;;Золотисто-песочный;;;;"ПВП-070 Подушка ""ГОБИ"" 68х68";15;962;http://alvitek.com.ru/upload/iblock/32a/32ae2096cb119eede969d245d98e24ae.jpeg;"подушка: стеганный чехол с молнией (наполнитель верблюжий пух 150 г/кв.м, ткань 100% хлопок - пуходержащий сатин ), наполнитель ""Лебяжий пух"" ( 1 кг высокосиликонизированное микроволокно), кант атласный, уголок, флажок, бирка, постер, в чемодане"
;Одеяло;"Овечья шерсть";;"AlViTek (АльВиТек)";Россия;Комфорт;МБ-О-172;172х205;Легкое;;;;;;;"Овечья шерсть,пэ";;;"200 гр/кв.м";;;Полисатин;"100%  пэ";;;;;"Многоигольная машина";"Бейка ПЭ";"Пакет с ручкой";;;;;4607048004203;;"Набивной рисунок,может отличаться от цвета на фото";;;;"МБ-О-172  Одеяло 172х205 легкое";17;566;http://alvitek.com.ru/upload/iblock/ef2/ef28a8256d10f2416d534c23ea3e955b.jpeg;"одеяло с наполнителем из овечьей шерсти 200 г/кв.м, чехол -ПЭ, окантовка- бейка ПЭ, бирка, постер, в пакете с ручкой"
;Наматрасник;Полиуритан;;"AlViTek (АльВиТек)";Россия;;МПУ-10-160;160х200;;Упругая;;;;;"10 см";Пенополиуритан;;;"18 кг/куб.м";;;Микрофибра;"100%  пэ";Молния;;;Резинка;;Кант;Пакет;;;;;4607048007310;;"Набивной рисунок,может отличаться от цвета на фото";;;;"МПУ-10-160 Наматрацник ""Полиуритан"" (160х200х10)";6;2174;http://alvitek.com.ru/upload/iblock/55a/55af6df96db8ecf9de811aeb12428248.jpeg;"матрас полиуретановый, чехол - на молнии с резинками, ткань - микрофибра , наполнитель - полиэфир (вспененный полиуретан повышенной плотности), высота - 10см, бирка, упаковка - пленка ПЭ"
;"Простыня на резинке";Аквастоп;;"AlViTek (АльВиТек)";Россия;Стандарт;ПРА-60х120;060х200+20;;;;;;"На резинке";;;;;;;;Caress;"80% хлопок/20% пэ";;;;Резинка;;;"Прямоугольная ПВХ";;;;;4607048009512;;Белый;;;;"ПРА-60х120  Простыня на резинке ""Аквастоп"" 60х120+20";4;328;http://alvitek.com.ru/upload/iblock/283/283727c84e2ba833154fa6530ad5b143.jpeg;"Простыня на резинке ""АКВАСТОП"" ткань не промокаемая дышещая Caress махра (80% хлопок, 20% полиэстр), борт 25 см, бирка, постер, в упаковке ПВХ"
;Наматрасник;Аквастоп;;"AlViTek (АльВиТек)";Россия;;НФА-60х120;60х120;;;;;;;;Холфит-пласт;;;"200 гр/кв.м";;;Caress;"80% хлопок/20% пэ";;;;Резинка;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048009529;;Белый;;;;"НФА-60х120  Наматрасник с резинкой ""Аквастоп-Универсал"" 60х120";4;466;http://alvitek.com.ru/upload/iblock/bd7/bd7fa49a606feec6630a0ece7cac49d3.jpeg;"наматрасник на резинке ""АКВАСТОП"" чехол - верх не промокаемая дышещая ткань Caress махра (80% хлопок, 20% полиэстр), низ ткань смесовая (поликоттон; 50% - хлопок 50% - полиэстер; 120 г/кв.м) наполнитель - ""Холфит-пласт"" (полое силиконизированное волокно 200 г./кв.м), , окантовка- косая бейка, бирка, постер, в чемодане"
;Подушка;Холфит;;"AlViTek (АльВиТек)";Россия;Традиция;ПБ-070;68х68;;Упругая;;;;;;"Холфит-шарики (15dх64)";;;"0,85 кг";;;Поликоттон;"30% хлопок/70% полиэстр";;;;;;Кант;"Пакет с ручкой";;;;;4607048001530;;"Набивной рисунок,может отличаться от цвета на фото";;;;"ПБ-070  Подушка ""Традиция"" 68х68";78;293;http://alvitek.com.ru/upload/iblock/a5e/a5eb2ad300e0fefae6072e80863a9dd5.jpeg;"подушка с кантом, наполнитель ""Холфит"" (полое силиконизированное волокно), чехол - ткань смесовая (30% - хлопок /70% - полиэстер), в пакете с ручкой"
;"Комплект постельного белья";;;СайлиД;Китай;;А-15-153;Полутороспальное;;;"70х70 (2шт.)";150х215;150х215;Обычная;;;;;;;;Поплин;"100% хлопок";;Прорезь(запах);Молния;;;;"Прямоугольная ПВХ";;;;;2000844985509;;;;;;"A-153 КПБ 1,5 сп поплин ""САЙЛИД""";2;1334;http://alvitek.com.ru/upload/iblock/d50/d50324a9fc6f127513be2357e7279db6.jpeg;
;"Комплект постельного белья";;;СайлиД;Китай;;А-15-156;Полутороспальное;;;"70х70 (2шт.)";150х215;150х215;Обычная;;;;;;;;Поплин;"100% хлопок";;Прорезь(запах);Молния;;;;"Прямоугольная ПВХ";;;;;2000844985523;;;;;;"A-156 КПБ 1,5 сп поплин ""САЙЛИД""";1;1334;http://alvitek.com.ru/upload/iblock/0b6/0b6426d0a8522df9840cbe173acf3987.jpeg;
;"Комплект постельного белья";;;СайлиД;Китай;;А-15-158;Полутороспальное;;;"70х70 (2шт.)";150х215;150х215;Обычная;;;;;;;;Поплин;"100% хлопок";;Прорезь(запах);Молния;;;;"Прямоугольная ПВХ";;;;;2000844985547;;;;;;"A-158 КПБ 1,5 сп поплин ""САЙЛИД""";1;1334;http://alvitek.com.ru/upload/iblock/3c1/3c1376aaa922438d6f908873d10bdaf8.jpeg;
;"Комплект постельного белья";;;СайлиД;Китай;;А-15-162;Полутороспальное;;;"70х70 (2шт.)";150х215;150х215;Обычная;;;;;;;;Поплин;"100% хлопок";;Прорезь(запах);Молния;;;;"Прямоугольная ПВХ";;;;;2000844985554;;;;;;"A-162  КПБ 1,5 сп поплин ""САЙЛИД""";1;1334;http://alvitek.com.ru/upload/iblock/dd2/dd25ba52077be18a8fa4ae7de38dc60c.jpeg;
;"Комплект постельного белья";;;СайлиД;Китай;;А-20-154/2;Двуспальное;;;"70х70 (2шт.)";180х215;200х215;Обычная;;;;;;;;Поплин;"100% хлопок";;Прорезь(запах);Молния;;;;"Прямоугольная ПВХ";;;;;2000844985561;;;;;;"A-154/2 КПБ 2 сп поплин ""САЙЛИД""";1;1582;http://alvitek.com.ru/upload/iblock/432/4326f2f3fd8dc0d30608629b51bc2880.jpeg;
;"Комплект постельного белья";;;СайлиД;Китай;;А-20-162;Двуспальное;;;"70х70 (2шт.)";180х215;200х215;Обычная;;;;;;;;Поплин;"100% хлопок";;Прорезь(запах);Молния;;;;"Прямоугольная ПВХ";;;;;2000844985608;;;;;;"A-162 КПБ 2 сп поплин ""САЙЛИД""";2;1582;http://alvitek.com.ru/upload/iblock/2f7/2f75253aed592b154d45ba5f976bc811.jpeg;
;"Комплект постельного белья";;;СайлиД;Китай;;А-22-157;Евро;;;"70х70 (2шт.)";200х220;220х240;Обычная;;;;;;;;Поплин;"100% хлопок";;Прорезь(запах);Молния;;;;"Прямоугольная ПВХ";;;;;2000844985639;;;;;;"A-157 КПБ евро поплин ""САЙЛИД""";1;1829;http://alvitek.com.ru/upload/iblock/580/5801a312458824f27a4f1351cf6ecf0c.jpeg;
;"Комплект постельного белья";;;СайлиД;Китай;;А-22-158;Евро;;;"70х70 (2шт.)";200х220;220х240;Обычная;;;;;;;;Поплин;"100% хлопок";;Прорезь(запах);Молния;;;;"Прямоугольная ПВХ";;;;;2000844985646;;;;;;"A-158 КПБ евро поплин ""САЙЛИД""";4;1829;http://alvitek.com.ru/upload/iblock/70f/70fbee68bd804392e2039ec0f1b07556.jpeg;
;"Комплект постельного белья";;;СайлиД;Китай;;А-22-162;Евро;;;"70х70 (2шт.)";200х220;220х240;Обычная;;;;;;;;Поплин;"100% хлопок";;Прорезь(запах);Молния;;;;"Прямоугольная ПВХ";;;;;2000844985653;;;;;;"A-162 КПБ евро поплин ""САЙЛИД""";1;1829;http://alvitek.com.ru/upload/iblock/128/12850d3e63dae9a57a3e8383006d229b.jpeg;
;Одеяло;Холфит;;"AlViTek (АльВиТек)";Россия;Комфорт;ОБТФН-О-20;172х205;Легкое;;;;;;;Холфит-пласт;;;"200 гр/кв.м";;;Полисатин;"100%  пэ";;;;;"Одноигольная машина";"Бейка ПЭ";"Пакет с ручкой";;;;;4607048004272;;"Набивной рисунок,может отличаться от цвета на фото";;;;"ОБТФН-О-20  Одеяло 172х205 легкое";25;581;http://alvitek.com.ru/upload/iblock/8a6/8a65b66bd9e2b2ccf08d9b4294a77eb5.jpeg;"одеяло с наполнителем - ""Холфит-пласт"" (полое силиконизированное волокно 200 г/кв.м), чехол -ПЭ, окантовка- бейка ПЭ, бирка, постер, в пакете с ручкой"
;Наволочка;Гобелен;;"AlViTek (АльВиТек)";Россия;;НГ-46/5050;50х50;;;;;;;;;;;;;;;"50% хлопок/50% полиэстр";;Молния;;;;;;;;;;2000925561011;;;;;;"НГ-46/5050 Наволочка ""Гобелен"" 50х50";20;77;;
;Плед;Эльф;;Vladi;Украина;;"Э-200- 05-01";200х220;Легкое;;;;;;;;;;;;;;;;;;;;;"Сумка оригинальная";;;;;2000861387454;;;;;"70% овечья шерсть+30% ПЭ";"05-01 Бел/беж/кор  200х220 Эльф плед новозеланд. шерсть";4;1668;http://alvitek.com.ru/upload/iblock/610/610051cfd7084f008e2a7b18b5670573.jpeg;
;Одеяло;Модерато;;"AlViTek (АльВиТек)";Россия;Традиция;ОМШ-15;140х205;Теплое;;;;;;;"Овечья шерсть,пэ";;;"300 гр/кв.м";;;Микрофибра;"100%  пэ";;;;;"Одноигольная машина";"Кант атласный";"Сумка оригинальная";;;;;4607048008263;;Кремовый;;;;"ОМШ-15 Одеяло ""Модерато-Эко"" 140х205 классическое-всесезонное";35;641;http://alvitek.com.ru/upload/iblock/73d/73dc35980c552acf1e9c4c22c724d273.jpeg;"одеяло с наполнителем из овечьей шерсти 300 г/кв.м, чехол - ткань микрофибра , кант атласный, бирка, постер, в чемодане"
;Одеяло;Модерато;;"AlViTek (АльВиТек)";Россия;Традиция;ОМШ-20;172х205;Теплое;;;;;;;"Овечья шерсть,пэ";;;"300 гр/кв.м";;;Микрофибра;"100%  пэ";;;;;"Одноигольная машина";"Кант атласный";"Сумка оригинальная";;;;;4607048008270;;Кремовый;;;;"ОМШ-20 Одеяло ""Модерато-Эко"" 172х205 классическое-всесезонное";41;744;http://alvitek.com.ru/upload/iblock/716/7160194901de59ed2d055e40c970b6e4.jpeg;"одеяло с наполнителем из овечьей шерсти 300 г/кв.м, чехол - ткань микрофибра , кант атласный бирка, постер, в чемодане"
